_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,copy_the_company_name_from_the_text,copy_the_company_name_from_the_text:confidence,enter_date_here_mmddyyyy,enter_date_here_mmddyyyy:confidence,enter_time_here_hhmm_pmam,enter_time_here_hhmm_pmam:confidence,please_select_the_event_type,please_select_the_event_type:confidence,select_fiscal_year,select_fiscal_year:confidence,select_the_fiscal_period_check_as_many_as_it_applies,select_the_fiscal_period_check_as_many_as_it_applies:confidence,select_timezone,select_timezone:confidence,copy_the_company_name_from_the_text_gold,enter_date_here_mmddyyyy_gold,enter_time_here_hhmm_pmam_gold,event_text,id,please_select_the_event_type_gold,select_fiscal_year_gold,select_the_fiscal_period_check_as_many_as_it_applies_gold,select_timezone_gold,url,url_id
3085620740,FALSE,finalized,3,7/28/2021 12:33,THE PNC FINANCIAL SERVICES GROUP,0.6667,4/16/2021,0.6905,9:00,1,Earnings_Call,1,2021,1,Quarter 1/Q1,1,EDT/EST/ET,1,,,,"Q1 2021 The PNC Financial Services Group Earnings Conference Call Friday, April 16, 2021 9:00 am EDT",57,,,,,https://thepncfinancialservicesgroupinc.gcs-web.com/events-and-presentations,14
3085620741,FALSE,finalized,3,7/28/2021 12:33,THE PNC FINANCIAL SERVICES GROUP,0.6667,,,,,Earnings_Call,0.6429,2020,1,Quarter 4/Q4,1,None,1,,,,Q4 2020 The PNC Financial Services Group Earnings Conference Call,58,,,,,https://thepncfinancialservicesgroupinc.gcs-web.com/events-and-presentations,14
3085620742,FALSE,finalized,3,7/29/2021 13:04,PNC FINANCIAL SERVICES GROUP,1,6/15/2021,1,11:00,1,Conference,1,None,1,None/Other,1,EDT/EST/ET,1,,,,"The PNC Financial Services Group at the Morgan Stanley US Financials Conference Tuesday, June 15, 2021 11:00 am EDT",59,,,,,https://thepncfinancialservicesgroupinc.gcs-web.com/events-and-presentations,14
3085620743,FALSE,finalized,4,7/28/2021 13:48,UBS,1,5/25/2021,1,12:00,1,Conference,1,None,1,None/Other,1,EDT/EST/ET,1,,,,"May 25, 2021 at 12:00 PM EDT UBS Virtual Global Healthcare Conference Listen to Webcast",60,,,,,https://investors.angiodynamics.com/events.cfm,15
3085620744,FALSE,finalized,3,7/29/2021 13:45,NEEDHAM,1,4/12/2021,1,8:45,1,Conference,1,None,1,None/Other,1,EDT/EST/ET,0.7222,,,,"Apr 12, 2021 at 8:45 AM EDT Needham Virtual Healthcare Conference Listen to Webcast",61,,,,,https://investors.angiodynamics.com/events.cfm,15
3085620745,FALSE,finalized,3,7/29/2021 11:48,OPPENHEIMER,1,3/16/2021,1,9:20,1,Conference,1,None,1,None/Other,1,EDT/EST/ET,1,,,,"Mar 16, 2021 at 9:20 AM EDT Oppenheimer Virtual Healthcare Conference Listen to Webcast",62,,,,,https://investors.angiodynamics.com/events.cfm,15
3085620746,FALSE,finalized,4,7/28/2021 13:48,BARCLAYS,1,3/9/2021,1,8:00,1,Conference,1,None,1,None/Other,1,EDT/EST/ET,1,,,,"Mar 9, 2021 at 8:00 AM EST Barclays Virtual Global Healthcare Conference Listen to Webcast",63,,,,,https://investors.angiodynamics.com/events.cfm,15
3085620747,FALSE,finalized,4,7/28/2021 12:43,J.P. MORGAN,1,1/14/2021,1,14:50,1,Conference,1,None,1,None/Other,1,EDT/EST/ET,1,,,,"Jan 14, 2021 at 2:50 PM EST J.P. Morgan Virtual Healthcare Conference Listen to Webcast",64,,,,,https://investors.angiodynamics.com/events.cfm,15
3085620748,FALSE,finalized,4,7/28/2021 12:32,BIMINI CAPITAL MANAGEMENT,1,5/14/2021,1,10:00,1,Earnings_Call,1,2021,1,Quarter 1/Q1,1,EDT/EST/ET,1,,,,05/14/2021 10:00 AM ET Bimini Capital Management First Quarter 2021 Earnings Call,65,,,,,https://ir.biminicapital.com/events-and-presentations/default.aspx,16
3085620749,FALSE,finalized,3,7/29/2021 11:08,BIMINI CAPITAL MANAGEMENT,1,3/12/2021,1,10:00,1,Earnings_Call,1,2020,1,Quarter 4/Q4,1,EDT/EST/ET,1,,,,03/12/2021 10:00 AM ET Bimini Capital Management Fourth Quarter 2020 Earnings Call,66,,,,,https://ir.biminicapital.com/events-and-presentations/default.aspx,16
3085620750,FALSE,finalized,3,7/29/2021 14:20,BIMINI CAPITAL MANAGEMENT,1,11/6/2020,1,10:00,1,Earnings_Call,1,2020,1,Quarter 3/Q3,1,EDT/EST/ET,1,,,,11/06/2020 10:00 AM EST Bimini Capital Management Third Quarter 2020 Earnings Call,67,,,,,https://ir.biminicapital.com/events-and-presentations/default.aspx,16
3085620751,FALSE,finalized,3,7/29/2021 14:01,BIMINI CAPITAL MANAGEMENT,1,8/14/2020,1,10:00,1,Earnings_Call,1,2020,1,Quarter 2/Q2,1,EDT/EST/ET,1,,,,08/14/2020 10:00 AM EDT Bimini Capital Management Second Quarter 2020 Earnings Call,68,,,,,https://ir.biminicapital.com/events-and-presentations/default.aspx,16
3085620752,FALSE,finalized,4,7/28/2021 12:43,BIMINI CAPITAL MANAGEMENT,1,5/15/2020,1,10:00,1,Earnings_Call,1,2020,1,Quarter 1/Q1,1,EDT/EST/ET,1,,,,05/15/2020 10:00 AM EDT Bimini Capital Management First Quarter 2020 Earnings Call,69,,,,,https://ir.biminicapital.com/events-and-presentations/default.aspx,16
3085620753,FALSE,finalized,3,7/28/2021 12:28,"CONTINENTAL RESOURCES, INC.",1,8/3/2021,1,12:00,1,Earnings_Call,1,2021,1,Quarter 2/Q2,1,CDT/CST/CT,1,,,,"Tuesday, August 3, 2021  11:00am - 12:00pm CDT 2Q 2021 Continental Resources, Inc. Earnings Conference Call",70,,,,,https://investors.clr.com/event-calendar,17
3085620754,FALSE,finalized,4,7/28/2021 13:09,"CONTINENTAL RESOURCES, INC.",0.7656,4/29/2021,1,,,Earnings_Call,0.7448,2021,1,Quarter 1/Q1,1,None,1,,,,"Thursday, April 29, 2021 1Q 2021 Continental Resources, Inc. Earnings Conference Call",71,,,,,https://investors.clr.com/event-calendar,17
3085620755,FALSE,finalized,3,7/28/2021 11:23,"CONTINENTAL RESOURCES, INC.",1,2/17/2021,1,,,Earnings_Call,1,2020,1,Quarter 4/Q4,1,None,1,,,,"Wednesday, February 17, 2021 4Q 2020 Continental Resources, Inc. Earnings Conference Call",72,,,,,https://investors.clr.com/event-calendar,17
3085620756,FALSE,finalized,3,7/28/2021 12:40,"CONTINENTAL RESOURCES, INC.",1,11/6/2020,1,,,Earnings_Call,1,2020,1,Quarter 3/Q3,1,None,1,,,,"Friday, November 6, 2020 3Q 2020 Continental Resources, Inc. Earnings Conference Call",73,,,,,https://investors.clr.com/event-calendar,17
3085620757,FALSE,finalized,4,7/28/2021 13:48,"CONTINENTAL RESOURCES, INC.",0.7656,8/4/2020,1,,,Earnings_Call,1,2020,1,Quarter 2/Q2,1,None,1,,,,"Tuesday, August 4, 2020 2Q 2020 Continental Resources, Inc. Earnings Conference Call",74,,,,,https://investors.clr.com/event-calendar,17
3085620758,FALSE,finalized,3,7/29/2021 13:32,NONE,1,8/19/2021,1,9:30,1,Earnings_Release,0.6389,2021,1,Quarter 4/Q4,1,EDT/EST/ET,1,,,,"Q4 Fiscal 2021 Earnings Release & Conference CallAug 19, 2021 09:30 AM ET",75,,,,,https://www.elcompanies.com/en/investors/events-and-presentations,18
3085620759,FALSE,finalized,3,7/29/2021 11:48,NONE,1,11/2/2021,1,9:30,1,Earnings_Release,1,2022,1,Quarter 1/Q1,1,EDT/EST/ET,1,,,,"Q1 Fiscal 2022 Earnings Release & Conference CallNov 02, 2021 09:30 AM ET",76,,,,,https://www.elcompanies.com/en/investors/events-and-presentations,18
3085620760,FALSE,finalized,3,7/29/2021 9:21,NONE,1,11/12/2021,1,10:00,1,Shareholder_Meeting,1,2021,1,Annual/Yearly,1,EDT/EST/ET,1,,,,"2021 Annual Stockholders’ MeetingNov 12, 2021 10:00 AM ET",77,,,,,https://www.elcompanies.com/en/investors/events-and-presentations,18
3085620761,FALSE,finalized,3,7/29/2021 11:08,NONE,1,2/3/2022,1,9:30,1,Earnings_Release,1,2022,1,Quarter 2/Q2,1,EDT/EST/ET,1,,,,"Q2 Fiscal 2022 Earnings Release & Conference CallFeb 03, 2022 09:30 AM ET",78,,,,,https://www.elcompanies.com/en/investors/events-and-presentations,18
3085620762,FALSE,finalized,3,7/29/2021 12:50,NONE,1,5/3/2022,1,9:30,1,Earnings_Release,1,2022,1,Quarter 3/Q3,1,EDT/EST/ET,1,,,,"Q3 Fiscal 2022 Earnings Release & Conference CallMay 3, 2022 09:30 AM ET",79,,,,,https://www.elcompanies.com/en/investors/events-and-presentations,18
3085620763,FALSE,finalized,3,7/28/2021 12:28,NONE,1,7/22/2021,1,14:15,1,None/Other,1,None,1,None/Other,1,EDT/EST/ET,1,,,,"Jul 22, 2021 at 2:15 PM EDT Brian Sullivan, Principal Scientist, Vaccines & Immunology, will present at the Cell-Mediated Therapies for Infectious Disease Summit",80,,,,,http://ir.arcturusrx.com/investor-calendar,19
3085620764,FALSE,finalized,3,7/28/2021 12:40,NONE,1,7/14/2021,1,12:00,1,None/Other,1,None,1,None/Other,1,EDT/EST/ET,1,,,,"Jul 14, 2021 at 12:00 PM EDT Steve Hughes, M.D., Chief Medical Officer, will present at the mRNA-Based Therapeutics Summit",81,,,,,http://ir.arcturusrx.com/investor-calendar,19
3085620765,FALSE,finalized,3,7/29/2021 14:01,LADENBURG THALMANN,0.6389,7/13/2021,1,14:00,1,Conference,1,2021,0.7222,None/Other,1,EDT/EST/ET,1,,,,"Jul 13, 2021 at 2:00 PM EDT Joe Payne, President and CEO, will present in a Fireside Chat at the Ladenburg Thalmann 2021 Healthcare Conference",82,,,,,http://ir.arcturusrx.com/investor-calendar,19
3085620766,FALSE,finalized,3,7/29/2021 9:21,NONE,1,7/13/2021,1,10:30,1,None/Other,0.7082,None,1,None/Other,1,EDT/EST/ET,1,,,,"Jul 13, 2021 at 10:30 AM EDT Dushyant Varshney, Executive Vice President & Chief Technology Officer, will present at the mRNA-Based Therapeutics Summit",83,,,,,http://ir.arcturusrx.com/investor-calendar,19
3085620767,FALSE,finalized,3,7/29/2021 13:32,NONE,1,6/28/2021,0.7222,12:00,0.6389,None/Other,1,None,1,None/Other,1,EDT/EST/ET,1,,,,"Jun 28, 2021 at 12:00 PM EDT Sean Sullivan, Executive Director of Process Development, presented at the mRNA Technologies, Therapeutics and Vaccines Digital Week",84,,,,,http://ir.arcturusrx.com/investor-calendar,19
3085620768,FALSE,finalized,3,7/28/2021 12:40,NONE,0.6667,7/19/2021,1,,,None/Other,1,None,1,None/Other,1,None,1,,,,7/19/2021 Fireside Chat With Origin Materials,85,,,,,https://www.stephens.com/institutional-equities-and-research/research/events/,20
3085620769,FALSE,finalized,3,7/29/2021 13:04,CAL-MAINE FOODS,1,7/20/2021,1,,,Earnings_Call,0.6389,None,1,None/Other,1,None,1,,,,7/20/2021 Cal-Maine Foods Conference Call,86,,,,,https://www.stephens.com/institutional-equities-and-research/research/events/,20
3085620770,FALSE,finalized,3,7/29/2021 13:54,US BANCORP,1,7/21/2021,1,,,Earnings_Call,0.6389,2021,1,Quarter 2/Q2,0.6389,None,1,,,,7/21/2021 US Bancorp Post 2Q21 Conference Call,87,,,,,https://www.stephens.com/institutional-equities-and-research/research/events/,20
3085620771,FALSE,finalized,3,7/29/2021 14:20,NONE,1,8/16/2021,1,,,Earnings_Call,1,None,1,None/Other,1,None,1,,,,8/16/2021 Banks & the Blockchain Expert Call,88,,,,,https://www.stephens.com/institutional-equities-and-research/research/events/,20
3085620772,FALSE,finalized,3,7/28/2021 8:06,"PDF SOLUTIONS, INC.",0.6591,5/6/2021,1,17:00,1,Earnings_Release,1,None,1,Quarter 1/Q1,1,EDT/EST/ET,1,,,,"May 6, 2021 at 5:00 PM EDT PDF Solutions, Inc. First Quarter Earnings Release Results Call View Webcast",89,,,,,http://ir.pdf.com/webcasts,21
3085620773,FALSE,finalized,3,7/28/2021 8:06,"PDF SOLUTIONS, INC.",0.6591,2/18/2021,1,17:00,1,Earnings_Release,1,None,1,Quarter 4/Q4,1,EDT/EST/ET,1,,,,"Feb 18, 2021 at 5:00 PM EST PDF Solutions, Inc. Fourth Quarter Earnings Release Results Call View Webcast",90,,,,,http://ir.pdf.com/webcasts,21
3085620774,FALSE,finalized,3,7/28/2021 12:28,"PDF SOLUTIONS, INC.",1,11/5/2020,1,14:00,1,Earnings_Release,0.6667,None,1,Quarter 3/Q3,1,PDT/PST/PT,1,,,,"Nov 5, 2020 at 2:00 PM PST PDF Solutions, Inc. Third Quarter Earnings Release Results Call View Webcast",91,,,,,http://ir.pdf.com/webcasts,21
3085620775,FALSE,finalized,3,7/29/2021 14:20,"PDF SOLUTIONS, INC.",1,8/6/2020,1,14:00,1,Earnings_Call,1,None,1,Quarter 2/Q2,1,PDT/PST/PT,1,,,,"Aug 6, 2020 at 2:00 PM PDT PDF Solutions, Inc. Second Quarter Earnings Release Results Call View Webcast",92,,,,,http://ir.pdf.com/webcasts,21
3085620776,FALSE,finalized,3,7/29/2021 11:33,"PDF SOLUTIONS, INC.",0.6395,5/7/2020,1,14:00,1,Earnings_Call,1,None,1,Quarter 1/Q1,1,PDT/PST/PT,1,,,,"May 7, 2020 at 2:00 PM PDT PDF Solutions, Inc. First Quarter Earnings Release Results Call View Webcast",93,,,,,http://ir.pdf.com/webcasts,21
3085620777,FALSE,finalized,3,7/29/2021 12:22,NONE,1,5/18/2021,1,,,Earnings_Release,1,2021,1,Quarter 4/Q4,1,None,1,,,,"4th Quarter 2021 Q4 Earnings Release May 18, 2021",94,,,,,https://www.transcat.com/investor-relations/earnings-releases/,23
3085620778,FALSE,finalized,3,7/29/2021 12:50,NONE,1,2/2/2021,1,,,Earnings_Release,1,2021,1,Quarter 3/Q3,1,None,1,,,,"3rd Quarter 2021 Q3 Earnings Release  February 2, 2021",95,,,,,https://www.transcat.com/investor-relations/earnings-releases/,23
3085620779,FALSE,finalized,3,7/29/2021 12:22,NONE,1,10/27/2020,1,,,Earnings_Release,1,2021,1,Quarter 2/Q2,1,None,1,,,,"2nd Quarter  2021 Q2 Earnings Release October 27, 2020",96,,,,,https://www.transcat.com/investor-relations/earnings-releases/,23
3085620780,FALSE,finalized,3,7/29/2021 12:50,NONE,1,7/21/2020,0.6277,,,Earnings_Release,1,2021,1,Quarter 1/Q1,1,None,1,,,,"1st Quarter  2021 Q1 Earnings Release July 21, 2020",97,,,,,https://www.transcat.com/investor-relations/earnings-releases/,23
3085620781,FALSE,finalized,3,7/29/2021 11:33,NONE,1,5/19/2020,1,,,Earnings_Release,1,2020,1,Quarter 4/Q4,1,None,1,,,,"4th Quarter 2020 Q4 Earnings Release May 19, 2020",98,,,,,https://www.transcat.com/investor-relations/earnings-releases/,23
3085620782,FALSE,finalized,4,7/28/2021 13:09,COLLEGIUM PHARMACEUTICAL,1,6/2/2021,1,16:30,1,Conference,1,None,1,None/Other,1,EDT/EST/ET,1,,,,"Collegium Pharmaceutical at the Jefferies Virtual Healthcare Conference Jun 2, 2021 at 4:30 PM EDT",99,,,,,https://ir.collegiumpharma.com/events-and-presentations/event-calendar,24
3085622915,FALSE,golden,7,7/28/2021 15:11,NONE,1,2/4/2020,1,,,Sales_Results,0.4309,2019,1,Quarter 4/Q4,1,None,1,NONE,2/4/2020,,"04 Feb 2020	Group results for 4th quarter and full-year 2019",1283,Sales_Results,2019,"Quarter 4/Q4
Annual/Yearly",None,http://corporate.ferrari.com/en/investors/events-and-presentations/financial-corporate-calendar,323
3085622985,TRUE,golden,12,,BENZINGA,0.831,5/14/2021,1,11:55,0.831,Conference,1,None,0.9118,None/Other,1,EDT/EST/ET,1,"BENZINGA
Benzinga
BENZINGA GLOBAL",5/14/2021,11:55,"MAY 14, 2021 11:55 AM EDT Benzinga Global Small Cap Conference",1301,Conference,None,None/Other,EDT/EST/ET,https://ir.virios.com/events-presentations/events,327
3085623045,TRUE,golden,11,,PNC FINANCIAL SERVICES GROUP,0.3558,4/27/2021,0.9062,11:00,0.819,Shareholder_Meeting,1,2021,0.819,Annual/Yearly,0.819,EDT/EST/ET,1,"PNC FINANCIAL SERVICES GROUP
THE PNC FINANCIAL SERVICES GROUP
PNC",4/27/2021,11:00,"The PNC Financial Services Group 2021 Annual Meeting of Shareholders Tuesday, April 27, 2021 11:00 am EDT",56,Shareholder_Meeting,2021,Annual/Yearly,EDT/EST/ET,https://thepncfinancialservicesgroupinc.gcs-web.com/events-and-presentations,14
3085623094,TRUE,golden,11,,NONE,1,6/7/2021,1,10:00,0.9049,Shareholder_Meeting,1,2021,0.9143,Annual/Yearly,0.9143,EDT/EST/ET,0.825,NONE,6/7/2021,10:00,"JUN 7, 2021 10:00 AM EDT 2021 Annual Meeting of Stockholders",1066,Shareholder_Meeting,2021,Annual/Yearly,EDT/EST/ET,https://investor.lovesac.com/news-and-events/presentations,267
3085623141,TRUE,golden,12,,HOOKER FURNITURE CORP.,0.9297,6/4/2021,1,9:00,0.9239,Earnings_Release,0.9147,2022,1,Quarter 1/Q1,1,EDT/EST/ET,1,"HOOKER FURNITURE CORP.
HOOKER FURNITURE",6/4/2021,9:00,"Jun 4, 2021 at 9:00 AM EDT HOOKER FURNITURE CORP. FIRST QUARTER 2022 EARNINGS WEBCAST Listen to webcast",1351,Earnings_Release,2022,Quarter 1/Q1,EDT/EST/ET,https://investors.hookerfurniture.com/events,339
3085623234,FALSE,golden,6,7/28/2021 15:11,"EARGO, INC.",0.6686,5/24/2021,1,11:00,1,Conference,1,2021,0.5495,None/Other,1,EDT/EST/ET,1,"EARGO
EARGO, INC.
EARGO INC.
EARGO, INC",5/24/2021,11:00,"May 24, 2021 at 11:00 AM EDT Eargo, Inc. at the UBS 2021 Global Healthcare Conference Click here for webcast",1589,Conference,2021,None/Other,EDT/EST/ET,https://ir.eargo.com/news-and-events/events-and-presentations,395
3085623767,TRUE,golden,14,,NONE,1,7/20/2021,0.9356,10:00,0.9228,Shareholder_Meeting,0.9228,2021,0.9331,Annual/Yearly,0.7964,EDT/EST/ET,1,NONE,7/20/2021,10:00,"2021 Annual Meeting of Stockholders Jul 20, 2021 • 10:00 am EDT",308,Shareholder_Meeting,2021,Annual/Yearly,EDT/EST/ET,https://ir.id-systems.com/company-information/presentations,74
3085623937,FALSE,golden,7,7/28/2021 15:11,"O’REILLY AUTOMOTIVE, INC.",0.3048,10/29/2020,1,,,Earnings_Call,1,2020,0.8423,Quarter 3/Q3,1,None,1,O’REILLY,10/29/2020,,"O’Reilly Automotive, Inc. 3rd Quarter 2020 Earnings Conference Call	OCTOBER 29, 2020",1855,Earnings_Call,2020,Quarter 3/Q3,None,https://corporate.oreillyauto.com/investor-relations-news-room,462
3085624076,TRUE,golden,10,,VANTAGE DRILLING INTERNATIONAL,0.8025,11/2/2020,0.914,,,Earnings_Release,0.8097,2020,1,Quarter 3/Q3,1,None,1,"Vantage Drilling International
VANTAGE DRILLING INTERNATIONAL
VANTAGE DRILLING",11/2/2020,,"Vantage Drilling International Schedules Third Quarter 2020 Earnings Release Date and Conference Call On November 2, 2020",1376,"Earnings_Release
Earnings_Call",2020,Quarter 3/Q3,None,http://vantagedrilling.com/investor-relations/presentations/,345
3085626809,TRUE,golden,11,,SELECTIVE,0.3758,2/11/2021,1,,,Conference,1,2021,0.9239,None/Other,1,None,1,"SELECTIVE
BANK OF AMERICA",2/11/2021,,"Feb 11, 2021	Selective to Speak at the Bank of America Securities 2021 Insurance Conference",1660,Conference,2021,None/Other,None,https://www.selective.com/investors/financial-calendar,410
3085627030,TRUE,golden,12,,COMPASS DIVERSIFIED,0.8275,10/28/2020,0.9308,17:00,0.8275,Earnings_Call,1,2020,1,Quarter 3/Q3,1,EDT/EST/ET,1,"Compass Diversified
COMPASS DIVERSIFIED",10/28/2020,"05:00 PM
17:00","OCTOBER 28, 2020 05:00 PM EDT Compass Diversified Q3 2020 Earnings Conference Call WEBCAST",1656,Earnings_Call,2020,Quarter 3/Q3,EDT/EST/ET,https://ir.compassdiversified.com/events-and-presentations/default.aspx,409
3085627059,TRUE,golden,10,,NONE,1,5/12/2021,1,,,Earnings_Release,1,2021,1,Quarter 1/Q1,1,None,1,NONE,5/12/2021,,"05-12-2021	1Q21 Earnings Release and Webcast",1564,Earnings_Release,2021,Quarter 1/Q1,None,https://www.arcosdorados.com/ir/,389
3085627094,FALSE,golden,7,7/28/2021 15:11,IROBOT CORP,0.688,7/28/2021,0.8157,,,Earnings_Release,0.5481,2021,1,Quarter 2/Q2,1,None,1,"IROBOT CORP
IROBOT CORP.
IROBOT",7/28/2021,,"07/28/21	 Q2 2021 iRobot Corp Financial Results Press Release",1598,Earnings_Release,2021,Quarter 2/Q2,None,https://investor.irobot.com/events-and-presentations/upcoming-events,397
3085627154,TRUE,golden,14,,JMP SECURITIES,0.7155,6/16/2021,0.9331,10:00,0.7798,Conference,1,None,0.9169,None/Other,1,EDT/EST/ET,1,"JMP
JMP SECURITIES",6/16/2021,10:00,"Jun 16, 2021 10:00 AM EDT	 JMP Securities Life Sciences Conference Listen to webcast",1981,Conference,None,None/Other,EDT/EST/ET,http://ir.minervaneurosciences.com/events-and-presentations,492
3085627297,TRUE,golden,10,,SVB LEERINK,0.7092,6/21/2021,1,10:00,0.7092,None/Other,1,None,1,None/Other,1,Other,0.8073,"SVB Leerink
SVB LEERINK",6/21/2021,10:00,"June 21, 2021 at 10:00 AM CEST  SVB Leerink CybeRx Series: Vaccine Forum",379,None/Other,None,None/Other,Other,https://investors.biontech.de/events-and-presentations,93
